id,animal,object
002235.png,elephant,coffee cup
002236.png,elephant,coffee cup
002237.png,elephant,coffee cup
002238.png,elephant,coffee cup
002239.png,elephant,coffee cup
002240.png,elephant,coffee cup
002241.png,elephant,coffee cup
002242.png,elephant,coffee cup
002243.png,elephant,coffee cup
002244.png,elephant,coffee cup
002245.png,fish,coffee cup
002246.png,fish,coffee cup
002247.png,fish,coffee cup
002248.png,fish,coffee cup
002249.png,fish,coffee cup
002250.png,fish,coffee cup
002251.png,fish,coffee cup
002252.png,fish,coffee cup
002253.png,fish,coffee cup
002254.png,fish,coffee cup
002255.png,fish,coffee cup
002256.png,fish,coffee cup
002257.png,fish,coffee cup
002258.png,fish,coffee cup
002259.png,fish,coffee cup
002260.png,fish,coffee cup
002261.png,fish,coffee cup
002262.png,fish,coffee cup
002263.png,fish,coffee cup
002264.png,fish,coffee cup
002265.png,fish,coffee cup
002266.png,shark,airplane
002267.png,shark,airplane
002268.png,shark,airplane
002269.png,shark,airplane
002270.png,shark,airplane
002271.png,shark,airplane
002272.png,shark,airplane
002273.png,shark,airplane
002274.png,shark,airplane
002275.png,shark,airplane
002276.png,shark,airplane
002277.png,shark,airplane
002278.png,shark,airplane
002279.png,shark,airplane
002280.png,shark,airplane
002281.png,shark,airplane
002282.png,shark,airplane
002283.png,shark,airplane
002284.png,shark,airplane
002285.png,shark,airplane
002286.png,shark,airplane
002287.png,shark,airplane
002288.png,shark,airplane
002289.png,cat,chair
002290.png,cat,chair
002291.png,cat,chair
002292.png,cat,chair
002293.png,cat,chair
002294.png,cat,chair
002295.png,cat,chair
002296.png,cat,chair
002297.png,cat,chair
002298.png,cat,chair
002299.png,cat,chair
002300.png,cat,chair
002301.png,cat,chair
002302.png,cat,chair
002303.png,cat,chair
002304.png,cat,chair
002305.png,cat,chair
002306.png,cat,chair
002307.png,cat,chair
002308.png,cat,chair
002309.png,cat,chair
002310.png,cat,chair
002311.png,dog,drum
002312.png,dog,drum
002313.png,dog,drum
002314.png,dog,drum
002315.png,dog,drum
002316.png,dog,drum
002317.png,dog,drum
002318.png,dog,drum
002319.png,dog,drum
002320.png,dog,drum
002321.png,cat,car
002322.png,cat,car
002323.png,cat,car
002324.png,cat,cactus
002325.png,cat,cactus
002326.png,cat,cactus
002327.png,cat,cactus
002328.png,cat,cactus
002329.png,cat,cactus
002330.png,cat,cactus
002331.png,cat,cactus
002332.png,cat,cactus
002333.png,cat,cactus
002334.png,cat,cactus
002335.png,cat,cactus
002336.png,cat,cactus
002337.png,cat,cactus
002338.png,cat,cactus
002339.png,cat,cactus
002340.png,cat,cactus
002341.png,cat,cactus
002342.png,cat,cactus
002343.png,cat,cactus
002344.png,cat,cactus
002345.png,cat,cactus
002346.png,cat,cactus
002347.png,cat,cactus
002348.png,monkey,airplane
002349.png,monkey,airplane
002350.png,monkey,airplane
002351.png,monkey,airplane
002352.png,capybara,pizza
002353.png,capybara,pizza
002354.png,capybara,pizza
002355.png,capybara,pizza
002356.png,capybara,pizza
002357.png,capybara,pizza
002358.png,capybara,pizza
002359.png,capybara,pizza
002360.png,capybara,pizza
002361.png,capybara,pizza
002362.png,capybara,pizza
002363.png,capybara,pizza
002364.png,capybara,pizza
002365.png,capybara,pizza
002366.png,capybara,pizza
002367.png,capybara,pizza
002368.png,capybara,pizza
002369.png,capybara,pizza
002370.png,capybara,pizza
002371.png,capybara,pizza
002372.png,capybara,pizza
002373.png,capybara,pizza
002374.png,capybara,pizza
002375.png,capybara,pizza
002376.png,capybara,pizza
002377.png,capybara,pizza
002378.png,capybara,pizza
002379.png,capybara,pizza
002380.png,capybara,pizza
002381.png,capybara,pizza
002382.png,capybara,pizza
002383.png,capybara,pizza
002384.png,capybara,pizza
002385.png,capybara,pizza
002386.png,capybara,pizza
002387.png,capybara,pizza
002388.png,capybara,pizza
002389.png,capybara,pizza
002390.png,capybara,pizza
002391.png,capybara,pizza
002392.png,capybara,pizza
002393.png,capybara,pizza
002394.png,dog,banana
002395.png,dog,banana
002396.png,dog,banana
002397.png,dog,banana
002398.png,dog,banana
002399.png,dog,banana
002400.png,dog,banana
002401.png,dog,banana
002402.png,dog,banana
002403.png,dog,banana
002404.png,dog,banana
002405.png,dog,banana
002406.png,dog,banana
002407.png,dog,banana
002408.png,capybara,chair
002409.png,capybara,chair
002410.png,capybara,chair
002411.png,capybara,chair
002412.png,capybara,chair
002413.png,capybara,chair
002414.png,capybara,chair
002415.png,capybara,chair
002416.png,capybara,chair
002417.png,capybara,chair
002418.png,capybara,chair
002419.png,capybara,chair
002420.png,capybara,cactus
002421.png,capybara,cactus
002422.png,frog,banana
002423.png,elephant,pizza
002424.png,elephant,pizza
002425.png,elephant,pizza
002426.png,elephant,pizza
002427.png,elephant,pizza
002428.png,crocodile,airplane
002429.png,crocodile,airplane
002430.png,crocodile,airplane
002431.png,crocodile,airplane
002432.png,capybara,pizza
002433.png,fish,drum
002434.png,elephant,coffee cup
002435.png,elephant,coffee cup
002436.png,elephant,coffee cup
002437.png,elephant,coffee cup
002438.png,elephant,coffee cup
002439.png,elephant,coffee cup
002440.png,elephant,coffee cup
002441.png,elephant,coffee cup
002442.png,elephant,coffee cup
002443.png,elephant,coffee cup
002444.png,elephant,coffee cup
002445.png,elephant,coffee cup
002446.png,elephant,coffee cup
002447.png,elephant,coffee cup
002448.png,elephant,coffee cup
002449.png,elephant,coffee cup
002450.png,elephant,coffee cup
002451.png,elephant,coffee cup
002452.png,elephant,coffee cup
002453.png,capybara,pizza
002454.png,capybara,pizza
002455.png,capybara,pizza
002456.png,capybara,pizza
002457.png,capybara,pizza
002458.png,capybara,pizza
002459.png,capybara,pizza
002460.png,capybara,pizza
002461.png,capybara,pizza
002462.png,capybara,pizza
002463.png,capybara,pizza
002464.png,capybara,pizza
002465.png,capybara,pizza
002466.png,capybara,pizza
002467.png,monkey,drum
002468.png,monkey,drum
002469.png,monkey,drum
002470.png,monkey,drum
002471.png,monkey,drum
002472.png,monkey,drum
002473.png,monkey,drum
002474.png,monkey,drum
002475.png,monkey,drum
002476.png,monkey,drum
002477.png,monkey,drum
002478.png,monkey,drum
002479.png,dog,toilet
002480.png,dog,toilet
002481.png,dog,toilet
002482.png,dog,toilet
002483.png,dog,toilet
002484.png,dog,toilet
002485.png,dog,toilet
002486.png,dog,toilet
002487.png,dog,toilet
002488.png,dog,toilet
002489.png,dog,toilet
002490.png,dog,toilet
002491.png,dog,toilet
002492.png,dog,toilet
002493.png,fish,banana
002494.png,fish,banana
002495.png,fish,banana
002496.png,fish,banana
002497.png,fish,banana
002498.png,fish,banana
002499.png,fish,banana
002500.png,fish,banana
002501.png,fish,banana
002502.png,fish,banana
002503.png,fish,banana
002504.png,fish,banana
002505.png,crocodile,pizza
002506.png,cat,cactus
002507.png,cat,cactus
002508.png,cat,cactus
002509.png,elephant,car
002510.png,elephant,car
002511.png,elephant,car
002512.png,elephant,car
002513.png,elephant,car
002514.png,elephant,car
002515.png,elephant,car
002516.png,elephant,car
002517.png,elephant,car
002518.png,elephant,car
002519.png,elephant,car
002520.png,elephant,car
002521.png,elephant,car
002522.png,elephant,car
002523.png,elephant,car
002524.png,elephant,car
002525.png,elephant,car
002526.png,elephant,car
002527.png,elephant,car
002528.png,elephant,car
002529.png,shark,banana
002530.png,fish,banana
002531.png,fish,banana
002532.png,fish,banana
002533.png,fish,banana
002534.png,fish,banana
002535.png,fish,banana
002536.png,fish,banana
002537.png,fish,banana
002538.png,fish,banana
002539.png,fish,banana
002540.png,fish,banana
002541.png,fish,banana
002542.png,fish,banana
002543.png,fish,banana
002544.png,fish,banana
002545.png,fish,banana
002546.png,fish,banana
002547.png,fish,banana
002548.png,fish,banana
002549.png,frog,drum
002550.png,frog,drum
002551.png,frog,drum
002552.png,frog,drum
002553.png,frog,drum
002554.png,frog,drum
002555.png,frog,drum
002556.png,frog,drum
002557.png,frog,drum
002558.png,frog,drum
002559.png,frog,drum
002560.png,frog,drum
002561.png,frog,drum
002562.png,frog,drum
002563.png,frog,drum
002564.png,frog,drum
002565.png,bird,coffee cup
002566.png,bird,coffee cup
002567.png,bird,coffee cup
002568.png,bird,coffee cup
002569.png,bird,coffee cup
002570.png,bird,coffee cup
002571.png,bird,coffee cup
002572.png,bird,coffee cup
002573.png,bird,coffee cup
002574.png,fish,pizza
002575.png,fish,pizza
002576.png,fish,pizza
002577.png,fish,pizza
002578.png,fish,pizza
002579.png,fish,pizza
002580.png,fish,pizza
002581.png,fish,pizza
002582.png,fish,pizza
002583.png,fish,pizza
002584.png,fish,pizza
002585.png,elephant,banana
002586.png,elephant,banana
002587.png,elephant,banana
002588.png,elephant,banana
002589.png,elephant,banana
002590.png,elephant,banana
002591.png,elephant,banana
002592.png,elephant,banana
002593.png,elephant,banana
002594.png,elephant,banana
002595.png,elephant,banana
002596.png,elephant,banana
002597.png,elephant,banana
002598.png,elephant,banana
002599.png,elephant,banana
002600.png,elephant,toilet
002601.png,elephant,toilet
002602.png,elephant,toilet
002603.png,elephant,toilet
002604.png,elephant,toilet
002605.png,elephant,toilet
002606.png,elephant,toilet
002607.png,elephant,toilet
002608.png,elephant,toilet
002609.png,frog,banana
002610.png,frog,banana
002611.png,frog,banana
002612.png,frog,banana
002613.png,frog,banana
002614.png,frog,banana
002615.png,frog,banana
002616.png,frog,banana
002617.png,frog,banana
002618.png,frog,toilet
002619.png,frog,toilet
002620.png,frog,toilet
002621.png,capybara,banana
002622.png,capybara,banana
002623.png,capybara,banana
002624.png,capybara,airplane
002625.png,capybara,airplane
002626.png,capybara,airplane
002627.png,capybara,airplane
002628.png,capybara,airplane
002629.png,capybara,airplane
002630.png,bird,cactus
002631.png,bird,cactus
002632.png,bird,cactus
002633.png,bird,cactus
002634.png,bird,cactus
002635.png,bird,cactus
002636.png,bird,cactus
002637.png,bird,cactus
002638.png,bird,cactus
002639.png,bird,cactus
002640.png,bird,cactus
002641.png,bird,cactus
002642.png,bird,cactus
002643.png,bird,cactus
002644.png,bird,cactus
002645.png,bird,cactus
002646.png,bird,cactus
002647.png,bird,cactus
002648.png,bird,cactus
002649.png,cat,banana
002650.png,cat,banana
002651.png,cat,banana
002652.png,cat,banana
002653.png,cat,banana
002654.png,cat,banana
002655.png,cat,banana
002656.png,crocodile,car
002657.png,crocodile,car
002658.png,crocodile,car
002659.png,crocodile,car
002660.png,crocodile,car
002661.png,crocodile,car
002662.png,crocodile,car
002663.png,crocodile,car
002664.png,crocodile,car
002665.png,crocodile,car
002666.png,capybara,drum
002667.png,capybara,drum
002668.png,capybara,drum
002669.png,capybara,drum
002670.png,capybara,drum
002671.png,capybara,drum
002672.png,capybara,drum
002673.png,capybara,drum
002674.png,shark,drum
002675.png,shark,drum
002676.png,shark,drum
002677.png,crocodile,airplane
002678.png,crocodile,airplane
002679.png,crocodile,airplane
002680.png,bird,sneaker
002681.png,bird,sneaker
002682.png,bird,sneaker
002683.png,bird,sneaker
002684.png,bird,sneaker
002685.png,bird,sneaker
002686.png,bird,sneaker
002687.png,bird,sneaker
002688.png,bird,sneaker
002689.png,bird,sneaker
002690.png,bird,sneaker
002691.png,elephant,sneaker
002692.png,elephant,sneaker
002693.png,elephant,sneaker
002694.png,elephant,sneaker
002695.png,elephant,sneaker
002696.png,elephant,sneaker
002697.png,monkey,coffee cup
002698.png,monkey,coffee cup
002699.png,monkey,coffee cup
002700.png,monkey,coffee cup
002701.png,monkey,coffee cup
002702.png,monkey,coffee cup
002703.png,monkey,coffee cup
002704.png,monkey,coffee cup
002705.png,monkey,coffee cup
002706.png,dog,toilet
002707.png,dog,toilet
002708.png,dog,toilet
002709.png,dog,toilet
002710.png,dog,toilet
002711.png,dog,toilet
002712.png,dog,toilet
002713.png,dog,toilet
002714.png,dog,toilet
002715.png,dog,toilet
002716.png,dog,toilet
002717.png,dog,toilet
002718.png,bird,sneaker
002719.png,bird,sneaker
002720.png,bird,sneaker
002721.png,bird,sneaker
002722.png,bird,sneaker
002723.png,bird,sneaker
002724.png,bird,sneaker
002725.png,bird,sneaker
002726.png,bird,sneaker
002727.png,bird,sneaker
002728.png,bird,sneaker
002729.png,bird,sneaker
002730.png,dog,chair
002731.png,elephant,pizza
002732.png,elephant,pizza
002733.png,elephant,pizza
002734.png,elephant,pizza
002735.png,elephant,pizza
002736.png,elephant,pizza
002737.png,elephant,pizza
002738.png,elephant,pizza
002739.png,elephant,pizza
002740.png,elephant,pizza
002741.png,elephant,pizza
002742.png,elephant,pizza
002743.png,elephant,pizza
002744.png,elephant,pizza
002745.png,elephant,pizza
002746.png,elephant,pizza
002747.png,elephant,pizza
002748.png,elephant,pizza
002749.png,elephant,pizza
002750.png,elephant,pizza
002751.png,elephant,pizza
002752.png,elephant,pizza
002753.png,elephant,pizza
002754.png,elephant,pizza
002755.png,elephant,pizza
002756.png,elephant,pizza
002757.png,cat,pizza
002758.png,cat,pizza
002759.png,cat,pizza
002760.png,fish,banana
002761.png,fish,banana
002762.png,fish,banana
002763.png,fish,banana
002764.png,fish,banana
002765.png,fish,banana
002766.png,fish,banana
002767.png,fish,banana
002768.png,fish,banana
002769.png,fish,banana
002770.png,fish,banana
002771.png,fish,banana
002772.png,fish,banana
002773.png,fish,banana
002774.png,fish,banana
002775.png,fish,banana
002776.png,fish,banana
002777.png,fish,banana
002778.png,fish,banana
002779.png,dog,chair
002780.png,dog,chair
002781.png,dog,chair
002782.png,dog,chair
002783.png,dog,pizza
002784.png,dog,pizza
002785.png,dog,pizza
002786.png,dog,pizza
002787.png,dog,pizza
002788.png,dog,pizza
002789.png,dog,pizza
002790.png,dog,pizza
002791.png,dog,pizza
002792.png,dog,pizza
002793.png,dog,pizza
002794.png,dog,pizza
002795.png,dog,pizza
002796.png,dog,pizza
002797.png,dog,pizza
002798.png,dog,pizza
002799.png,dog,pizza
002800.png,dog,pizza
002801.png,bird,toilet
002802.png,bird,toilet
002803.png,bird,toilet
002804.png,bird,toilet
002805.png,bird,toilet
002806.png,bird,toilet
002807.png,crocodile,drum
002808.png,crocodile,drum
002809.png,crocodile,drum
002810.png,crocodile,drum
002811.png,crocodile,drum
002812.png,crocodile,drum
002813.png,crocodile,drum
002814.png,crocodile,drum
002815.png,crocodile,drum
002816.png,crocodile,drum
002817.png,crocodile,drum
002818.png,crocodile,drum
002819.png,crocodile,drum
002820.png,bird,banana
002821.png,bird,banana
002822.png,bird,banana
002823.png,bird,banana
002824.png,bird,banana
002825.png,bird,banana
002826.png,bird,banana
002827.png,capybara,airplane
002828.png,capybara,airplane
002829.png,capybara,airplane
002830.png,capybara,airplane
002831.png,capybara,airplane
002832.png,capybara,airplane
002833.png,capybara,airplane
002834.png,capybara,airplane
002835.png,capybara,airplane
002836.png,capybara,airplane
002837.png,capybara,airplane
002838.png,capybara,airplane
002839.png,dog,sneaker
002840.png,dog,sneaker
002841.png,dog,sneaker
002842.png,dog,sneaker
002843.png,dog,sneaker
002844.png,dog,sneaker
002845.png,dog,sneaker
002846.png,dog,sneaker
002847.png,dog,sneaker
002848.png,dog,sneaker
002849.png,dog,sneaker
002850.png,dog,sneaker
002851.png,capybara,toilet
002852.png,capybara,toilet
002853.png,capybara,toilet
002854.png,capybara,toilet
002855.png,capybara,toilet
002856.png,capybara,toilet
002857.png,capybara,toilet
002858.png,capybara,toilet
002859.png,capybara,toilet
002860.png,capybara,toilet
002861.png,capybara,toilet
002862.png,capybara,toilet
002863.png,capybara,toilet
002864.png,capybara,toilet
002865.png,capybara,toilet
002866.png,capybara,toilet
002867.png,capybara,toilet
002868.png,capybara,toilet
002869.png,capybara,toilet
002870.png,capybara,toilet
002871.png,capybara,toilet
002872.png,capybara,toilet
002873.png,capybara,toilet
002874.png,shark,chair
002875.png,shark,chair
002876.png,shark,chair
002877.png,shark,chair
002878.png,shark,chair
002879.png,shark,chair
002880.png,shark,chair
002881.png,shark,chair
002882.png,shark,chair
002883.png,shark,chair
002884.png,shark,chair
002885.png,shark,chair
002886.png,shark,chair
002887.png,shark,chair
002888.png,shark,chair
002889.png,shark,chair
002890.png,shark,chair
002891.png,shark,chair
002892.png,shark,chair
002893.png,dog,toilet
002894.png,dog,toilet
002895.png,dog,toilet
002896.png,dog,toilet
002897.png,shark,chair
002898.png,shark,chair
002899.png,shark,chair
002900.png,shark,chair
002901.png,shark,chair
002902.png,shark,chair
002903.png,shark,chair
002904.png,shark,chair
002905.png,shark,chair
002906.png,cat,coffee cup
002907.png,cat,coffee cup
002908.png,cat,coffee cup
002909.png,cat,coffee cup
002910.png,cat,coffee cup
002911.png,cat,coffee cup
002912.png,fish,drum
002913.png,crocodile,coffee cup
002914.png,crocodile,coffee cup
002915.png,crocodile,coffee cup
002916.png,crocodile,coffee cup
002917.png,crocodile,coffee cup
002918.png,crocodile,coffee cup
002919.png,crocodile,coffee cup
002920.png,crocodile,coffee cup
002921.png,frog,pizza
002922.png,frog,pizza
002923.png,frog,pizza
002924.png,frog,pizza
002925.png,frog,pizza
002926.png,frog,pizza
002927.png,frog,pizza
002928.png,frog,pizza
002929.png,frog,pizza
002930.png,frog,pizza
002931.png,frog,pizza
002932.png,dog,airplane
002933.png,dog,airplane
002934.png,dog,airplane
002935.png,dog,airplane
002936.png,dog,airplane
002937.png,dog,airplane
002938.png,dog,airplane
002939.png,dog,airplane
002940.png,dog,airplane
002941.png,dog,airplane
002942.png,dog,airplane
002943.png,dog,airplane
002944.png,fish,coffee cup
002945.png,fish,coffee cup
002946.png,fish,coffee cup
002947.png,fish,coffee cup
002948.png,frog,chair
002949.png,frog,chair
002950.png,frog,chair
002951.png,frog,chair
002952.png,frog,chair
002953.png,frog,chair
002954.png,frog,chair
002955.png,frog,chair
002956.png,frog,chair
002957.png,frog,chair
002958.png,frog,chair
002959.png,frog,chair
002960.png,frog,chair
002961.png,frog,chair
002962.png,frog,chair
002963.png,frog,chair
002964.png,frog,chair
002965.png,frog,chair
002966.png,frog,chair
002967.png,frog,chair
002968.png,frog,chair
002969.png,frog,chair
002970.png,frog,chair
002971.png,frog,chair
002972.png,frog,chair
002973.png,frog,chair
002974.png,frog,chair
002975.png,frog,chair
002976.png,shark,sneaker
002977.png,shark,sneaker
002978.png,shark,sneaker
002979.png,shark,sneaker
002980.png,shark,sneaker
002981.png,shark,sneaker
002982.png,shark,sneaker
002983.png,shark,sneaker
002984.png,shark,sneaker
002985.png,frog,airplane
002986.png,frog,airplane
002987.png,frog,airplane
002988.png,frog,airplane
002989.png,frog,airplane
002990.png,frog,airplane
002991.png,frog,airplane
002992.png,frog,airplane
002993.png,frog,airplane
002994.png,frog,airplane
002995.png,frog,airplane
002996.png,frog,airplane
002997.png,monkey,pizza
002998.png,monkey,pizza
002999.png,monkey,pizza
003000.png,monkey,pizza
003001.png,monkey,pizza
003002.png,monkey,pizza
003003.png,monkey,pizza
003004.png,dog,car
003005.png,elephant,banana
003006.png,elephant,banana
003007.png,elephant,banana
003008.png,elephant,banana
003009.png,elephant,banana
003010.png,elephant,banana
003011.png,elephant,banana
003012.png,elephant,banana
003013.png,elephant,banana
003014.png,elephant,banana
003015.png,elephant,banana
003016.png,elephant,banana
003017.png,elephant,banana
003018.png,elephant,banana
003019.png,elephant,banana
003020.png,elephant,banana
003021.png,elephant,banana
003022.png,elephant,banana
003023.png,elephant,banana
003024.png,elephant,banana
003025.png,elephant,banana
003026.png,bird,coffee cup
003027.png,bird,coffee cup
003028.png,capybara,car
003029.png,capybara,car
003030.png,capybara,car
003031.png,capybara,car
003032.png,capybara,car
003033.png,fish,car
003034.png,fish,car
003035.png,fish,car
003036.png,fish,car
003037.png,fish,car
003038.png,fish,car
003039.png,fish,car
003040.png,monkey,cactus
003041.png,monkey,cactus
003042.png,monkey,cactus
003043.png,monkey,cactus
003044.png,monkey,cactus
003045.png,monkey,cactus
003046.png,crocodile,coffee cup
003047.png,crocodile,coffee cup
003048.png,capybara,chair
003049.png,cat,car
003050.png,cat,car
003051.png,cat,car
003052.png,cat,car
003053.png,cat,car
003054.png,monkey,sneaker
003055.png,monkey,sneaker
003056.png,monkey,sneaker
003057.png,bird,airplane
003058.png,bird,airplane
003059.png,bird,airplane
003060.png,bird,airplane
003061.png,bird,airplane
003062.png,bird,airplane
003063.png,bird,airplane
003064.png,bird,airplane
003065.png,bird,airplane
003066.png,bird,airplane
003067.png,bird,airplane
003068.png,bird,airplane
003069.png,bird,airplane
003070.png,monkey,cactus
003071.png,monkey,cactus
003072.png,monkey,cactus
003073.png,monkey,cactus
003074.png,monkey,cactus
003075.png,monkey,cactus
003076.png,monkey,cactus
003077.png,monkey,cactus
003078.png,monkey,cactus
003079.png,monkey,cactus
003080.png,monkey,cactus
003081.png,monkey,cactus
003082.png,monkey,cactus
003083.png,frog,pizza
003084.png,frog,pizza
003085.png,monkey,coffee cup
003086.png,monkey,chair
003087.png,monkey,chair
003088.png,monkey,chair
003089.png,monkey,chair
003090.png,monkey,chair
003091.png,monkey,chair
003092.png,monkey,chair
003093.png,monkey,chair
003094.png,monkey,chair
003095.png,monkey,chair
003096.png,monkey,chair
003097.png,monkey,chair
003098.png,monkey,chair
003099.png,monkey,chair
003100.png,monkey,chair
003101.png,monkey,chair
003102.png,monkey,chair
003103.png,monkey,chair
003104.png,monkey,chair
003105.png,monkey,chair
003106.png,monkey,chair
003107.png,monkey,chair
003108.png,monkey,chair
003109.png,monkey,chair
003110.png,monkey,chair
003111.png,frog,car
003112.png,frog,car
003113.png,frog,car
003114.png,frog,car
003115.png,frog,car
003116.png,frog,car
003117.png,frog,car
003118.png,frog,car
003119.png,frog,car
003120.png,frog,car
003121.png,frog,car
003122.png,frog,car
003123.png,frog,car
003124.png,capybara,car
003125.png,capybara,car
003126.png,capybara,car
003127.png,capybara,car
003128.png,capybara,car
003129.png,cat,coffee cup
003130.png,cat,coffee cup
003131.png,cat,coffee cup
003132.png,cat,coffee cup
003133.png,cat,coffee cup
003134.png,cat,coffee cup
003135.png,cat,coffee cup
003136.png,cat,coffee cup
003137.png,cat,coffee cup
003138.png,cat,coffee cup
003139.png,cat,coffee cup
003140.png,cat,coffee cup
003141.png,cat,coffee cup
003142.png,cat,coffee cup
003143.png,cat,coffee cup
003144.png,cat,coffee cup
003145.png,cat,coffee cup
003146.png,cat,coffee cup
003147.png,cat,coffee cup
003148.png,cat,coffee cup
003149.png,cat,coffee cup
003150.png,cat,coffee cup
003151.png,cat,coffee cup
003152.png,cat,coffee cup
003153.png,cat,coffee cup
003154.png,cat,coffee cup
003155.png,cat,coffee cup
003156.png,cat,coffee cup
003157.png,cat,coffee cup
003158.png,elephant,chair
003159.png,elephant,chair
003160.png,elephant,chair
003161.png,elephant,chair
003162.png,elephant,chair
003163.png,elephant,chair
003164.png,elephant,chair
003165.png,elephant,chair
003166.png,elephant,chair
003167.png,elephant,chair
003168.png,elephant,chair
003169.png,elephant,chair
003170.png,dog,sneaker
003171.png,dog,sneaker
003172.png,dog,sneaker
003173.png,dog,sneaker
003174.png,cat,cactus
003175.png,cat,cactus
003176.png,cat,cactus
003177.png,cat,cactus
003178.png,cat,cactus
003179.png,cat,cactus
003180.png,cat,cactus
003181.png,cat,cactus
003182.png,cat,cactus
003183.png,cat,cactus
003184.png,cat,cactus
003185.png,cat,cactus
003186.png,cat,cactus
003187.png,cat,cactus
003188.png,cat,cactus
003189.png,cat,cactus
003190.png,cat,cactus
003191.png,cat,cactus
003192.png,cat,cactus
003193.png,cat,cactus
003194.png,cat,cactus
003195.png,bird,drum
003196.png,bird,drum
003197.png,bird,drum
003198.png,bird,drum
003199.png,bird,drum
003200.png,bird,drum
003201.png,bird,drum
003202.png,bird,drum
003203.png,elephant,banana
003204.png,elephant,banana
003205.png,elephant,banana
003206.png,elephant,banana
003207.png,elephant,banana
003208.png,elephant,banana
003209.png,capybara,cactus
003210.png,capybara,cactus
003211.png,capybara,cactus
003212.png,capybara,cactus
003213.png,cat,sneaker
003214.png,frog,coffee cup
003215.png,frog,coffee cup
003216.png,frog,coffee cup
003217.png,frog,coffee cup
003218.png,frog,coffee cup
003219.png,frog,coffee cup
003220.png,frog,coffee cup
003221.png,shark,airplane
003222.png,shark,airplane
003223.png,shark,airplane
003224.png,shark,airplane
003225.png,shark,airplane
003226.png,elephant,sneaker
003227.png,elephant,sneaker
003228.png,shark,car
003229.png,shark,car
003230.png,monkey,car
003231.png,monkey,car
003232.png,monkey,car
003233.png,monkey,car
003234.png,monkey,car
003235.png,monkey,car
003236.png,monkey,car
003237.png,monkey,car
003238.png,monkey,car
003239.png,monkey,car
003240.png,monkey,car
003241.png,monkey,car
003242.png,frog,drum
003243.png,frog,drum
003244.png,frog,drum
003245.png,frog,drum
003246.png,crocodile,sneaker
003247.png,crocodile,sneaker
003248.png,crocodile,sneaker
003249.png,crocodile,sneaker
003250.png,crocodile,sneaker
003251.png,crocodile,sneaker
003252.png,crocodile,sneaker
003253.png,crocodile,sneaker
003254.png,crocodile,sneaker
003255.png,crocodile,sneaker
003256.png,crocodile,sneaker
003257.png,crocodile,sneaker
003258.png,crocodile,sneaker
003259.png,crocodile,sneaker
003260.png,crocodile,sneaker
003261.png,crocodile,sneaker
003262.png,fish,sneaker
003263.png,fish,sneaker
003264.png,fish,sneaker
003265.png,fish,sneaker
003266.png,fish,sneaker
003267.png,fish,sneaker
003268.png,fish,sneaker
003269.png,fish,sneaker
003270.png,fish,sneaker
003271.png,shark,airplane
003272.png,shark,airplane
003273.png,shark,airplane
003274.png,shark,airplane
003275.png,shark,airplane
003276.png,shark,airplane
003277.png,shark,airplane
003278.png,shark,airplane
003279.png,shark,airplane
003280.png,shark,airplane
003281.png,shark,airplane
003282.png,fish,airplane
003283.png,fish,banana
003284.png,fish,banana
003285.png,fish,banana
003286.png,bird,pizza
003287.png,bird,pizza
003288.png,bird,pizza
003289.png,bird,pizza
003290.png,bird,pizza
003291.png,bird,pizza
003292.png,bird,pizza
003293.png,bird,pizza
003294.png,bird,pizza
003295.png,bird,pizza
003296.png,bird,pizza
003297.png,bird,pizza
003298.png,bird,pizza
003299.png,bird,pizza
003300.png,bird,pizza
003301.png,bird,pizza
003302.png,bird,pizza
003303.png,bird,pizza
003304.png,bird,pizza
003305.png,bird,pizza
003306.png,shark,car
003307.png,shark,car
003308.png,shark,car
003309.png,shark,car
003310.png,shark,car
003311.png,shark,car
003312.png,shark,car
003313.png,shark,car
003314.png,shark,car
003315.png,shark,car
003316.png,shark,car
003317.png,shark,car
003318.png,shark,car
003319.png,shark,car
003320.png,dog,airplane
003321.png,dog,airplane
003322.png,dog,airplane
003323.png,dog,airplane
003324.png,dog,airplane
003325.png,dog,airplane
003326.png,dog,airplane
003327.png,dog,airplane
003328.png,dog,airplane
003329.png,dog,airplane
003330.png,dog,airplane
003331.png,dog,airplane
003332.png,dog,airplane
003333.png,dog,airplane
003334.png,dog,airplane
003335.png,dog,airplane
003336.png,dog,airplane
003337.png,dog,airplane
003338.png,dog,airplane
003339.png,dog,airplane
003340.png,dog,airplane
003341.png,dog,airplane
003342.png,dog,airplane
003343.png,monkey,toilet
003344.png,monkey,toilet
003345.png,monkey,toilet
003346.png,monkey,toilet
003347.png,monkey,toilet
003348.png,monkey,toilet
003349.png,monkey,toilet
003350.png,monkey,toilet
003351.png,monkey,toilet
003352.png,monkey,toilet
003353.png,monkey,toilet
003354.png,monkey,toilet
003355.png,monkey,toilet
003356.png,monkey,toilet
003357.png,monkey,toilet
003358.png,bird,drum
003359.png,bird,drum
003360.png,bird,drum
003361.png,bird,drum
003362.png,bird,drum
003363.png,bird,drum
003364.png,bird,drum
003365.png,bird,drum
003366.png,fish,car
003367.png,fish,car
003368.png,fish,car
003369.png,fish,car
003370.png,fish,car
003371.png,fish,car
003372.png,fish,car
003373.png,fish,car
003374.png,fish,car
003375.png,dog,sneaker
003376.png,dog,sneaker
